category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0030534	1.19360620604376e-06	1	153	153	adult behavior	BP	5.34018542147198e-05	1
GO:0000165	1.20558106179959e-06	1	148	148	MAPK cascade	BP	5.37307111239812e-05	1
GO:0031982	1.20975483536064e-06	1	484	502	vesicle	CC	5.37307111239812e-05	1
GO:0031967	1.23710883765469e-06	1	447	469	organelle envelope	CC	5.45489073758642e-05	1
GO:0031975	1.23710883765469e-06	1	447	469	envelope	CC	5.45489073758642e-05	1
GO:1903047	1.24414402291396e-06	1	333	342	mitotic cell cycle process	BP	5.46617809203995e-05	1
GO:0090066	1.25667227532816e-06	1	231	234	regulation of anatomical structure size	BP	5.50143196088105e-05	1
GO:0000280	1.29243138411211e-06	1	303	310	nuclear division	BP	5.63777033055188e-05	1
GO:0005654	1.30292123731708e-06	1	494	516	nucleoplasm	CC	5.66330248846649e-05	1
GO:0007010	1.33271967490046e-06	1	632	659	cytoskeleton organization	BP	5.76228678813472e-05	1
GO:0009967	1.33512949160154e-06	1	418	432	positive regulation of signal transduction	BP	5.76228678813472e-05	1
GO:0140640	1.40466130028966e-06	1	365	376	catalytic activity, acting on a nucleic acid	MF	6.04103278934435e-05	1
GO:0006796	1.43842540295064e-06	1	889	936	phosphate-containing compound metabolic process	BP	6.16453609531197e-05	1
GO:0007166	1.57887421703344e-06	1	696	730	cell surface receptor signaling pathway	BP	6.74278660379246e-05	1
GO:0031974	1.66975643543616e-06	1	957	1022	membrane-enclosed lumen	CC	7.08139066056154e-05	1
GO:0043233	1.66975643543616e-06	1	957	1022	organelle lumen	CC	7.08139066056154e-05	1
GO:0061024	1.67573984773727e-06	1	270	276	membrane organization	BP	7.08217525960656e-05	1
GO:0070013	1.72928700004329e-06	1	956	1021	intracellular organelle lumen	CC	7.28327979949267e-05	1
GO:0045184	1.77732993631368e-06	1	463	482	establishment of protein localization	BP	7.45989960210836e-05	1
GO:0043005	1.92887269399429e-06	1	460	476	neuron projection	CC	8.06823667275555e-05	1
GO:0060541	2.09699698787703e-06	1	250	254	respiratory system development	BP	8.74154307506143e-05	1
GO:0050808	2.64147616180226e-06	1	303	310	synapse organization	BP	0.000109738060681132	1
GO:0009987	2.6691837490665e-06	0.999998179819926	7854	8640	cellular process	BP	0.000110513255291858	1
GO:0007610	2.92029600901128e-06	1	553	578	behavior	BP	0.000120501673831296	1
GO:0045177	3.27989906177237e-06	0.999999810031443	177	178	apical part of cell	CC	0.000134884468486491	1
GO:0046530	3.34526522977969e-06	1	223	226	photoreceptor cell differentiation	BP	0.000137110971531977	1
GO:0007424	3.69510726470061e-06	1	242	246	open tracheal system development	BP	0.000150943278030278	1
GO:0032991	3.83565901171458e-06	0.999997876222378	2666	2896	protein-containing complex	CC	0.00015616246389694	1
GO:0044265	3.93225811100509e-06	1	479	500	cellular macromolecule catabolic process	BP	0.000159563457035934	1
GO:0007417	4.08171009675717e-06	1	277	283	central nervous system development	BP	0.000165024447511181	1
GO:0003712	4.0938601273856e-06	0.999999582805935	179	181	transcription coregulator activity	MF	0.000165024447511181	1
GO:0006812	4.1495104628759e-06	1	368	380	cation transport	BP	0.000166717502610415	1
GO:0006914	4.27572101702667e-06	1	206	209	autophagy	BP	0.000170235385702951	1
GO:0061919	4.27572101702667e-06	1	206	209	process utilizing autophagic mechanism	BP	0.000170235385702951	1
GO:0015934	4.27888189051957e-06	0.99999975513117	104	105	large ribosomal subunit	CC	0.000170235385702951	1
GO:0010498	4.76204238515497e-06	1	273	280	proteasomal protein catabolic process	BP	0.00018884281068923	1
GO:0006082	4.85337180240892e-06	1	375	388	organic acid metabolic process	BP	0.000191841693186481	1
GO:0098798	4.88913843025707e-06	1	254	267	mitochondrial protein-containing complex	CC	0.000192632054152129	1
GO:0030695	5.43822924480949e-06	0.999999674685167	166	167	GTPase regulator activity	MF	0.000212892730756741	1
GO:0060589	5.43822924480949e-06	0.999999674685167	166	167	nucleoside-triphosphatase regulator activity	MF	0.000212892730756741	1
GO:0043408	6.02362455347659e-06	1	130	130	regulation of MAPK cascade	BP	0.000235056071233748	1
GO:0043436	6.11693828594184e-06	1	371	384	oxoacid metabolic process	BP	0.000237937210906031	1
GO:0044093	6.27140212594859e-06	1	243	248	positive regulation of molecular function	BP	0.000243171128782019	1
GO:0015031	6.41567061267736e-06	1	440	459	protein transport	BP	0.000247977850833042	1
GO:0019752	6.46202217669048e-06	1	370	383	carboxylic acid metabolic process	BP	0.000248981510618604	1
GO:0032879	6.6277222467431e-06	1	428	444	regulation of localization	BP	0.000254562891577737	1
GO:0008092	6.72015576386577e-06	1	319	328	cytoskeletal protein binding	MF	0.000257304020375726	1
GO:0016887	6.77602889825966e-06	1	136	136	ATP hydrolysis activity	MF	0.000258632553010448	1
GO:0009611	6.96579748626349e-06	1	126	126	response to wounding	BP	0.000265047509337141	1
GO:0008237	7.17702713244313e-06	0.999999562547141	162	163	metallopeptidase activity	MF	0.000272236675141802	1
GO:0070161	7.24600641526721e-06	0.999999557791535	164	165	anchoring junction	CC	0.000273347310333353	1
GO:0048732	7.25106668970085e-06	0.999999231525527	188	190	gland development	BP	0.000273347310333353	1
GO:0031410	7.70046574787039e-06	1	437	454	cytoplasmic vesicle	CC	0.000288170906544427	1
GO:0097708	7.70046574787039e-06	1	437	454	intracellular vesicle	CC	0.000288170906544427	1
GO:0071011	7.71507175700243e-06	0.999999530288052	142	143	precatalytic spliceosome	CC	0.000288170906544427	1
GO:0007267	7.82752980880181e-06	1	491	511	cell-cell signaling	BP	0.000291480027697272	1
GO:0051321	7.90923979742191e-06	1	224	228	meiotic cell cycle	BP	0.00029362752244897	1
GO:0032446	8.07990460141147e-06	1	249	255	protein modification by small protein conjugation	BP	0.000299054408489817	1
GO:0098590	8.51057385107788e-06	1	337	347	plasma membrane region	CC	0.000314042746275122	1
GO:0005102	8.88459178905118e-06	1	267	275	signaling receptor binding	MF	0.000326856638889973	1
GO:0016817	9.14414770263329e-06	1	305	314	hydrolase activity, acting on acid anhydrides	MF	0.000335395255375264	1
GO:0022603	9.28369806770486e-06	0.999999000506954	185	187	regulation of anatomical structure morphogenesis	BP	0.000339494276044752	1
GO:0016818	1.02921358846511e-05	1	303	312	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	MF	0.000375248202075009	1
GO:0019222	1.06903264185814e-05	0.999993554297613	2108	2269	regulation of metabolic process	BP	0.000388606091894502	1
GO:0016772	1.11666945569558e-05	1	396	410	transferase activity, transferring phosphorus-containing groups	MF	0.000404718122607296	1
GO:0009791	1.18188799223882e-05	1	630	661	post-embryonic development	BP	0.000427088163822631	1
GO:0005938	1.20864003755523e-05	0.999998674451101	188	190	cell cortex	CC	0.000435466944504411	1
GO:0017111	1.22176075572461e-05	1	272	279	ribonucleoside triphosphate phosphatase activity	MF	0.000438899584424128	1
GO:0016462	1.22822501057702e-05	1	300	309	pyrophosphatase activity	MF	0.000439927867424861	1
GO:0005911	1.30396178098792e-05	1	127	127	cell-cell junction	CC	0.000465689742484984	1
GO:0099080	1.38854922847074e-05	1	340	351	supramolecular complex	CC	0.000494453069286928	1
GO:0030001	1.55742583454991e-05	1	255	261	metal ion transport	BP	0.000552976719278855	1
GO:0010628	1.56704673928539e-05	0.999997671852984	195	198	positive regulation of gene expression	BP	0.000554779967351645	1
GO:0043161	1.63344405823857e-05	1	256	263	proteasome-mediated ubiquitin-dependent protein catabolic process	BP	0.000576615194431386	1
GO:0033043	1.64317465478492e-05	1	337	348	regulation of organelle organization	BP	0.000578378536989711	1
GO:0016197	1.65564680102938e-05	1	118	118	endosomal transport	BP	0.000581093966315311	1
GO:0002064	1.69344189839201e-05	1	336	347	epithelial cell development	BP	0.000592656141746704	1
GO:0008047	1.78338805920615e-05	0.99999884082936	149	150	enzyme activator activity	MF	0.000622351478718398	1
GO:0001754	1.87080543719253e-05	1	200	203	eye photoreceptor cell differentiation	BP	0.000650997652702837	1
GO:0010506	2.13088018731786e-05	1	117	117	regulation of autophagy	BP	0.000739391210451713	1
GO:0006397	2.47062974414792e-05	1	331	346	mRNA processing	BP	0.000854851889377414	1
GO:1903046	2.59201933820651e-05	1	207	211	meiotic cell cycle process	BP	0.000894319892566507	1
GO:0098588	2.78914820404736e-05	1	352	366	bounding membrane of organelle	CC	0.000959624117302378	1
GO:0009894	2.82414357345122e-05	1	286	295	regulation of catabolic process	BP	0.000968935101295877	1
GO:0051130	2.86017749501144e-05	1	267	274	positive regulation of cellular component organization	BP	0.000978549241570581	1
GO:0001751	3.15625572473216e-05	0.99999508795337	195	198	compound eye photoreceptor cell differentiation	BP	0.00107682981625359	1
GO:0005794	3.16517853575827e-05	1	374	389	Golgi apparatus	CC	0.00107686603442205	1
GO:0006886	3.21582541084768e-05	1	326	339	intracellular protein transport	BP	0.00109105809911371	1
GO:2000026	3.24549574365439e-05	1	278	286	regulation of multicellular organismal development	BP	0.00109807437709127	1
GO:0045595	3.41638658123774e-05	1	276	284	regulation of cell differentiation	BP	0.00115255984438921	1
GO:0005730	3.42540710261407e-05	1	229	237	nucleolus	CC	0.00115255984438921	1
GO:0099537	3.47143882311902e-05	1	297	306	trans-synaptic signaling	BP	0.00116218961906486	1
GO:0016331	3.47305723725786e-05	1	120	120	morphogenesis of embryonic epithelium	BP	0.00116218961906486	1
GO:0038023	3.64649532042264e-05	1	387	402	signaling receptor activity	MF	0.00121357748892758	1
GO:0060089	3.64649532042264e-05	1	387	402	molecular transducer activity	MF	0.00121357748892758	1
GO:0004672	3.67341932610709e-05	1	213	217	protein kinase activity	MF	0.00121360926220589	1
GO:0007268	3.67639943520697e-05	1	296	305	chemical synaptic transmission	BP	0.00121360926220589	1
GO:0098916	3.67639943520697e-05	1	296	305	anterograde trans-synaptic signaling	BP	0.00121360926220589	1
GO:0003008	3.7606707435642e-05	0.999986971397656	645	681	system process	BP	0.00123808173751733	1
GO:0051050	3.79577755838773e-05	0.999995511648256	162	164	positive regulation of transport	BP	0.00124396983698067	1
GO:0005543	3.79892540685926e-05	0.999997381955402	143	144	phospholipid binding	MF	0.00124396983698067	1
GO:0051247	3.89144213578875e-05	1	237	243	positive regulation of protein metabolic process	BP	0.00127085760017443	1
GO:0071013	3.92321304928434e-05	0.999997306675807	125	126	catalytic step 2 spliceosome	CC	0.00127781664490557	1
GO:0008380	3.93390692394272e-05	1	293	306	RNA splicing	BP	0.0012778919991765	1
GO:0008233	3.99847925400236e-05	0.999987254989697	474	498	peptidase activity	MF	0.00129542242993063	1
GO:0140097	4.18075007396606e-05	0.999997099671124	139	140	catalytic activity, acting on DNA	MF	0.00135089104241856	1
GO:0030424	4.26839415047302e-05	1	244	250	axon	CC	0.00137557166632922	1
GO:0098660	4.39379589937706e-05	1	275	284	inorganic ion transmembrane transport	BP	0.00141225850302609	1
GO:0007167	4.41747799545125e-05	1	298	308	enzyme-linked receptor protein signaling pathway	BP	0.00141614373323994	1
GO:0060249	4.43257141190202e-05	0.999996908942802	140	141	anatomical structure homeostasis	BP	0.0014172624928003	1
GO:0004930	4.68938387484306e-05	1	115	115	G protein-coupled receptor activity	MF	0.00149546043465622	1
GO:0070925	4.70231605353313e-05	1	410	429	organelle assembly	BP	0.00149567938223577	1
GO:0009100	4.8265421193915e-05	0.999994198208504	156	158	glycoprotein metabolic process	BP	0.00153120481678566	1
GO:0019866	5.19245188388852e-05	1	243	255	organelle inner membrane	CC	0.00164302091476203	1
GO:0009101	5.28485383575948e-05	0.999996271249604	131	132	glycoprotein biosynthetic process	BP	0.00166793810723427	1
GO:0019725	5.31005781011937e-05	1	209	214	cellular homeostasis	BP	0.00167157335290717	1
GO:1901135	5.32403932624346e-05	0.99998304015	484	507	carbohydrate derivative metabolic process	BP	0.00167166622958194	1
GO:0019953	5.35578123006567e-05	0.999967555476582	1117	1196	sexual reproduction	BP	0.00167712851966058	1
GO:0098609	5.36889840500479e-05	0.999996195151495	140	141	cell-cell adhesion	BP	0.00167712851966058	1
GO:0048878	5.41778731743563e-05	1	277	286	chemical homeostasis	BP	0.00168808301773364	1
GO:0009991	5.46179271075898e-05	0.999991206504002	176	179	response to extracellular stimulus	BP	0.00169746402466184	1
GO:0031667	6.30401351216338e-05	0.999989750783541	174	177	response to nutrient levels	BP	0.00195424418877065	1
GO:0006629	6.56206519164071e-05	0.999972345747849	538	565	lipid metabolic process	BP	0.00202909023419493	1
GO:0042127	6.68050935304656e-05	1	214	219	regulation of cell population proliferation	BP	0.00206049851611391	1
GO:0048565	6.77303248741519e-05	1	110	110	digestive tract development	BP	0.00207853816083641	1
GO:0055123	6.77303248741519e-05	1	110	110	digestive system development	BP	0.00207853816083641	1
GO:0032543	7.06535577681137e-05	0.999991419210905	108	110	mitochondrial translation	BP	0.00216281341999935	1
GO:0006811	7.26433282405262e-05	0.999969862564288	523	548	ion transport	BP	0.00221816402782447	1
GO:0005635	7.3982398325796e-05	0.999994630557557	129	130	nuclear envelope	CC	0.00225341898541464	1
GO:0019900	7.43934542748902e-05	1	109	109	kinase binding	MF	0.00226030261321768	1
GO:0030036	7.55742677746024e-05	1	305	315	actin cytoskeleton organization	BP	0.00229048165409179	1
GO:0015980	7.94644903801627e-05	0.999982137584389	171	176	energy derivation by oxidation of organic compounds	BP	0.00240242397401809	1
GO:0016301	8.12942750494134e-05	1	303	313	kinase activity	MF	0.00245167475420626	1
GO:0098655	8.26319449500216e-05	1	266	275	cation transmembrane transport	BP	0.00248587826507282	1
GO:0021700	8.79232782997691e-05	1	214	219	developmental maturation	BP	0.00263856245983631	1
GO:0031966	8.82252703304241e-05	0.999974075562907	293	309	mitochondrial membrane	CC	0.00264113591131324	1
GO:0009628	8.8784372175682e-05	0.999972921071375	409	427	response to abiotic stimulus	BP	0.00265137486981364	1
GO:0005975	8.90548577021363e-05	1	263	271	carbohydrate metabolic process	BP	0.00265296593164364	1
GO:0000313	9.05542653409218e-05	0.999993503460563	79	80	organellar ribosome	CC	0.00268453834192723	1
GO:0005761	9.05542653409218e-05	0.999993503460563	79	80	mitochondrial ribosome	CC	0.00268453834192723	1
GO:0030029	9.19941683236451e-05	1	318	329	actin filament-based process	BP	0.00272062172374092	1
GO:0001667	9.22410721949311e-05	0.999984556028968	181	184	ameboidal-type cell migration	BP	0.00272133443427268	1
GO:0043085	9.47377660326126e-05	0.999980959567046	192	196	positive regulation of catalytic activity	BP	0.00278825801041525	1
GO:0016567	9.75604830455209e-05	1	220	226	protein ubiquitination	BP	0.00286443206711056	1
GO:0035282	9.87150473798732e-05	1	233	239	segmentation	BP	0.00289138030862775	1
GO:0008289	9.90896468407856e-05	1	212	218	lipid binding	MF	0.00289540896295061	1
GO:0051020	0.000105132560716985	1	107	107	GTPase binding	MF	0.00306465178185502	1
GO:0016773	0.000108101802882507	1	285	294	phosphotransferase activity, alcohol group as acceptor	MF	0.0031437033819213	1
GO:0005768	0.000113538572536913	1	262	271	endosome	CC	0.00329396704267424	1
GO:0098662	0.00011395597975957	1	243	251	inorganic cation transmembrane transport	BP	0.00329824250422603	1
GO:0031984	0.000114733196328079	0.999965808057622	353	369	organelle subcompartment	CC	0.00331288713936444	1
GO:0031401	0.000115801813392616	1	101	101	positive regulation of protein modification process	BP	0.0033358569546637	1
GO:0043087	0.000118842339899058	1	104	104	regulation of GTPase activity	BP	0.00341538903418141	1
GO:1902532	0.000119472318859788	0.999990953198776	128	129	negative regulation of intracellular signal transduction	BP	0.0034254340435527	1
GO:0099081	0.000123906014519722	1	210	215	supramolecular polymer	CC	0.00354423433569996	1
GO:0008238	0.000136939264330093	1	101	101	exopeptidase activity	MF	0.00389946847935471	1
GO:0031267	0.000137209237789929	1	104	104	small GTPase binding	MF	0.00389946847935471	1
GO:0042393	0.000137282744892953	1	96	96	histone binding	MF	0.00389946847935471	1
GO:0005743	0.000139801861126853	0.999961580992694	230	242	mitochondrial inner membrane	CC	0.00396180958655078	1
GO:0007626	0.000141344544588817	0.999970818648155	185	189	locomotory behavior	BP	0.00399625524909217	1
GO:0031329	0.000143357260019211	1	258	267	regulation of cellular catabolic process	BP	0.00404380040155808	1
GO:0140014	0.000148812558863066	0.9999742623717	165	168	mitotic nuclear division	BP	0.00418801058514628	1
GO:0099512	0.000149549506201175	1	207	212	supramolecular fiber	CC	0.00419907510055437	1
GO:0090130	0.00015063588585147	0.999973866784771	174	177	tissue migration	BP	0.00421987777474738	1
GO:0030707	0.000154774604551933	0.999958042418255	303	314	ovarian follicle cell development	BP	0.00432415126685852	1
GO:0051049	0.000155066174462423	1	312	324	regulation of transport	BP	0.00432415126685852	1
GO:0007391	0.000155470356392437	1	103	103	dorsal closure	BP	0.00432554654436726	1
GO:0032535	0.000156104233668036	0.999972874638846	169	172	regulation of cellular component size	BP	0.00433331161368498	1
GO:0051239	0.00016040525466933	0.999922240981132	576	607	regulation of multicellular organismal process	BP	0.00444260721208887	1
GO:0007059	0.000163492130081047	1	199	204	chromosome segregation	BP	0.0045102361492349	1
GO:0007498	0.000163585607836177	1	97	97	mesoderm development	BP	0.0045102361492349	1
GO:0005667	0.000166101914886274	1	205	211	transcription regulator complex	CC	0.00456929907302017	1
GO:0001738	0.000167442449896053	1	100	100	morphogenesis of a polarized epithelium	BP	0.00459582490568626	1
GO:0060341	0.000168773276345555	0.999970508700609	167	170	regulation of cellular localization	BP	0.00462196591319419	1
GO:0030674	0.000172945482593497	0.99998648149349	121	122	protein-macromolecule adaptor activity	MF	0.00472562891363975	1
